driverId,total_points,avg_points,race_count,avg_position,wins,win_rate
548,0.0,0.0,1,13.0,0.0,0.0
549,0.0,0.0,3,10.666666666666666,0.0,0.0
551,0.0,0.0,1,10.0,0.0,0.0
554,51.0,2.04,25,4.92,0.0,0.0
555,7.5,1.25,6,6.0,0.0,0.0
556,0.0,0.0,3,9.666666666666666,0.0,0.0
557,0.0,0.0,1,15.0,0.0,0.0
558,0.0,0.0,2,12.5,0.0,0.0
559,8.0,2.6666666666666665,3,7.0,1.0,0.3333333333333333
560,0.0,0.0,1,10.0,0.0,0.0
562,0.0,0.0,1,11.0,0.0,0.0
563,0.0,0.0,2,13.0,0.0,0.0
564,0.0,0.0,1,8.0,0.0,0.0
566,0.0,0.0,4,7.75,0.0,0.0
567,0.0,0.0,1,10.0,0.0,0.0
569,0.0,0.0,1,12.0,0.0,0.0
572,0.0,0.0,1,7.0,0.0,0.0
573,0.0,0.0,1,9.0,0.0,0.0
577,44.0,3.142857142857143,14,4.214285714285714,1.0,0.07142857142857142
578,126.64,3.8375757575757574,33,3.696969696969697,3.0,0.09090909090909091
579,277.14,6.298636363636363,44,2.25,24.0,0.5454545454545454
580,6.0,0.75,8,7.0,0.0,0.0
581,47.0,2.9375,16,4.1875,3.0,0.1875
583,1.5,0.375,4,8.75,0.0,0.0
586,0.0,0.0,2,8.0,0.0,0.0
589,4.0,0.5714285714285714,7,8.0,0.0,0.0
590,16.0,2.6666666666666665,6,4.333333333333333,0.0,0.0
591,6.0,6.0,1,2.0,0.0,0.0
592,0.0,0.0,4,9.75,0.0,0.0
593,12.0,2.0,6,9.0,1.0,0.16666666666666666
594,0.0,0.0,1,13.0,0.0,0.0
595,0.0,0.0,1,16.0,0.0,0.0
